202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202
202,265,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,260,202
202,292,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,293,202
202,292,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,202
202,292,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,202
202,292,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,293,202
202,292,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,202
202,292,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,202
202,292,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,293,202
202,292,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,293,202
202,292,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,293,202
202,292,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,293,202
202,292,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,202
202,292,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,293,202
202,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,293,202
202,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,293,202
202,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,202
202,294,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,264,202
116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116
207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207
